ID	Category	English	Korean	Occurrences	Tank	ResourcePath	Line	LineText
1ff49aba5676	B099 confirmed visible GAS	Max Engel	맥스 엥겔	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow20_britanny_bay/npc_maxengel_template.gas	62	"screen_name=""Max Engel"";"
e3b04f3f9002	B099 confirmed visible GAS	Max Engel	맥스 엥겔	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow20_britanny_bay/npc_maxengel_template.gas	119	"screen_name=""Max Engel"";"
76bbfbb8eb59	B099 confirmed visible GAS	Donn Piatt	돈 피아트	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow27_moonglow-waveguide/npc_donnpiatt_template.gas	65	"screen_name=""Donn Piatt"";"
5db960976b32	B099 confirmed visible GAS	Donn Piatt	돈 피아트	1	lazarus_logic.dsres	world/contentdb/templates/britannia/actors/npcs/npc_ow27_moonglow-waveguide/npc_donnpiatt_template.gas	123	"screen_name=""Donn Piatt"";"
0f3e383208dd	B099 confirmed visible GAS	Don't hurt me!!!	해치지 마세요!!!	1	britannia_logic.dsres	world/contentdb/templates/britannia/actors/pb_base_actors.gas	65	"screen_text = ""Don't hurt me!!!"";"
fca66ce8de26	B099 confirmed visible GAS	Base Crafting Recipe	기본 제작법	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_base_crafting.gas	212	"screen_name = ""Base Crafting Recipe"";"
e04f51dd0e43	B099 confirmed visible GAS	Ship Dock Point	선박 정박 지점	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_boats.gas	335	"dev_instance_text = ""Ship Dock Point"";"
d0a7b075ca40	B099 confirmed visible GAS	Scroll Text	두루마리 내용	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_inv_rclick_usable.gas	224	"display_text  = ""Scroll Text"";"
a3b5627a9a37	B099 confirmed visible GAS	Level Scroll	레벨 두루마리	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_level_scroll.gas	19	"screen_name  = ""Level Scroll"";"
a56bff7b28c9	B099 confirmed visible GAS	Moonstone (New Moon)	월석(삭)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	179	"common:screen_name	= ""Moonstone (New Moon)"";"
a6f3ae197a4a	B099 confirmed visible GAS	Moonstone (Waxing Crescent)	월석(초승달)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	195	"common:screen_name	= ""Moonstone (Waxing Crescent)"";"
99befd631d38	B099 confirmed visible GAS	Moonstone (First Quarter)	월석(상현)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	211	"common:screen_name	= ""Moonstone (First Quarter)"";"
10ad50fba32e	B099 confirmed visible GAS	Moonstone (Waxing Gibbous)	월석(차오르는 볼록달)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	227	"common:screen_name	= ""Moonstone (Waxing Gibbous)"";"
814c25960426	B099 confirmed visible GAS	Moonstone (Full Moon)	월석(보름달)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	244	"common:screen_name	= ""Moonstone (Full Moon)"";"
bd49157f7b7f	B099 confirmed visible GAS	Moonstone (Waning Gibbous)	월석(기우는 볼록달)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	258	"common:screen_name	= ""Moonstone (Waning Gibbous)"";"
89ed161b9a3a	B099 confirmed visible GAS	Moonstone (Third Quarter)	월석(하현)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	274	"common:screen_name	= ""Moonstone (Third Quarter)"";"
ada6084c70ef	B099 confirmed visible GAS	Moonstone (Waning Crescent)	월석(그믐달)	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_moongates.gas	290	"common:screen_name	= ""Moonstone (Waning Crescent)"";"
a0b86baebab5	B099 confirmed visible GAS	Skill Scroll	기술 두루마리	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_skill_scroll.gas	19	"screen_name  = ""Skill Scroll"";"
4b9c3789a987	B099 confirmed visible GAS	Skill Scroll	기술 두루마리	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_skill_scroll.gas	74	"screen_name  = ""Skill Scroll"";"
246a74351ba2	B099 confirmed visible GAS	Here lies John's body.  We lost his head, but he doesn't need it because he's dead.	여기 존의 시신이 잠들다. 머리는 잃어버렸지만, 이미 죽었으니 필요 없을 것이다.	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_tombstones.gas	66	"display_text  = ""Here lies John's body.  We lost his head, but he doesn't need it because he's dead."";"
bebd449c976b	B099 confirmed visible GAS	Main Gauche	망고슈	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/pb_weapons.gas	94	"screen_name = ""Main Gauche"";"
603a3216bfd0	B099 confirmed visible GAS	Knowledge Scroll: Awaken All	지식 두루마리: 전체 각성	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	55	"common:screen_name = ""Knowledge Scroll: Awaken All"";"
6b58578c5dca	B099 confirmed visible GAS	Awaken All	전체 각성	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	71	"screen_name = ""Awaken All"";"
1a72d1a1ba8d	B099 confirmed visible GAS	Knowledge Scroll: Cure	지식 두루마리: 해독	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	208	"common:screen_name = ""Knowledge Scroll: Cure"";"
27004eb8ca02	B099 confirmed visible GAS	Knowledge Scroll: Detect Magic	지식 두루마리: 마법 탐지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	282	"common:screen_name = ""Knowledge Scroll: Detect Magic"";"
ceb50e7f640b	B099 confirmed visible GAS	Detect Magic	마법 탐지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	320	"screen_name = ""Detect Magic"";"
f77b4ce807b3	B099 confirmed visible GAS	Knowledge Scroll: Detect Trap	지식 두루마리: 함정 탐지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	397	"common:screen_name = ""Knowledge Scroll: Detect Trap"";"
e391fce8053b	B099 confirmed visible GAS	Detect Trap	함정 탐지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	411	"screen_name = ""Detect Trap"";"
c95f00ac8c07	B099 confirmed visible GAS	Knowledge Scroll: Dispel Magic	지식 두루마리: 마법 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	485	"common:screen_name = ""Knowledge Scroll: Dispel Magic"";"
f9502cd38cde	B099 confirmed visible GAS	Dispel Magic	마법 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	501	"screen_name = ""Dispel Magic"";"
fd67d6fc3122	B099 confirmed visible GAS	Knowledge Scroll: Harm	지식 두루마리: 상처	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	560	"common:screen_name = ""Knowledge Scroll: Harm"";"
1b2f54ea3ca7	B099 confirmed visible GAS	Knowledge Scroll: Help	지식 두루마리: 도움	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	644	"common:screen_name = ""Knowledge Scroll: Help"";"
91d78f2d41cf	B099 confirmed visible GAS	Knowledge Scroll: Light	지식 두루마리: 빛	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_1.gas	721	"common:screen_name = ""Knowledge Scroll: Light"";"
afbaac0f9251	B099 confirmed visible GAS	Knowledge Scroll: Heal	지식 두루마리: 치유	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	57	"common:screen_name = ""Knowledge Scroll: Heal"";"
f8f1f341159d	B099 confirmed visible GAS	Knowledge Scroll: Infravision	지식 두루마리: 적외선 시야	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	125	"common:screen_name = ""Knowledge Scroll: Infravision"";"
58ec5f4eb838	B099 confirmed visible GAS	Knowledge Scroll: Force Bolt	지식 두루마리: 충격탄	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	239	"common:screen_name = ""Knowledge Scroll: Force Bolt"";"
7710f5667b4c	B099 confirmed visible GAS	Force Bolt	충격탄	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	252	"screen_name = ""Force Bolt"";"
6282def4d285	B099 confirmed visible GAS	Force Bolt	충격탄	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	328	"screen_name = ""Force Bolt"";"
8225f8728b61	B099 confirmed visible GAS	Knowledge Scroll: Poison	지식 두루마리: 독	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	404	"common:screen_name = ""Knowledge Scroll: Poison"";"
da6b052de08d	B099 confirmed visible GAS	Knowledge Scroll: Sleep	지식 두루마리: 수면	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	491	"common:screen_name = ""Knowledge Scroll: Sleep"";"
a9bfd9b93339	B099 confirmed visible GAS	Knowledge Scroll: Telekinesis	지식 두루마리: 염동력	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	570	"common:screen_name = ""Knowledge Scroll: Telekinesis"";"
5d9f865885a0	B099 confirmed visible GAS	Knowledge Scroll: Trigger	지식 두루마리: 발동	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	627	"common:screen_name = ""Knowledge Scroll: Trigger"";"
f1a4fa958b88	B099 confirmed visible GAS	Knowledge Scroll: Unlock Magic	지식 두루마리: 마법 잠금 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	699	"common:screen_name = ""Knowledge Scroll: Unlock Magic"";"
f48be3c689e7	B099 confirmed visible GAS	Knowledge Scroll: Untrap	지식 두루마리: 함정 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	769	"common:screen_name = ""Knowledge Scroll: Untrap"";"
9bc22e4193aa	B099 confirmed visible GAS	Knowledge Scroll: Vanish	지식 두루마리: 소멸	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_2.gas	836	"common:screen_name = ""Knowledge Scroll: Vanish"";"
01a80d1d9c2a	B099 confirmed visible GAS	Knowledge Scroll: Curse	지식 두루마리: 저주	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	50	"common:screen_name = ""Knowledge Scroll: Curse"";"
73af2d5bc410	B099 confirmed visible GAS	Knowledge Scroll: Dispel Field	지식 두루마리: 장막 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	135	"common:screen_name = ""Knowledge Scroll: Dispel Field"";"
f187568359c3	B099 confirmed visible GAS	Knowledge Scroll: Blink	지식 두루마리: 점멸	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	264	"common:screen_name = ""Knowledge Scroll: Blink"";"
59ae1f294aed	B099 confirmed visible GAS	Knowledge Scroll: Fireball	지식 두루마리: 화염구	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	324	"common:screen_name = ""Knowledge Scroll: Fireball"";"
cf9352b1fd12	B099 confirmed visible GAS	Knowledge Scroll: Great Light	지식 두루마리: 강력한 빛	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	484	"common:screen_name = ""Knowledge Scroll: Great Light"";"
9f06f44e3dd7	B099 confirmed visible GAS	Knowledge Scroll: Magic Lock	지식 두루마리: 마법 잠금	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	553	"common:screen_name = ""Knowledge Scroll: Magic Lock"";"
44702670e790	B099 confirmed visible GAS	Magic Lock	마법 잠금	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	562	"screen_name = ""Magic Lock"";"
74299fc17e4e	B099 confirmed visible GAS	Dispel Magic	마법 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	630	"screen_name = ""Dispel Magic"";"
99aef8f71ddf	B099 confirmed visible GAS	Knowledge Scroll: Mass Awaken	지식 두루마리: 광역 각성	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	667	"common:screen_name = ""Knowledge Scroll: Mass Awaken"";"
fc1c55f46a0e	B099 confirmed visible GAS	Mass Awaken	광역 각성	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	676	"screen_name = ""Mass Awaken"";"
a7c5733f8fe1	B099 confirmed visible GAS	Knowledge Scroll: Mass Sleep	지식 두루마리: 광역 수면	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	730	"common:screen_name = ""Knowledge Scroll: Mass Sleep"";"
cae466e50230	B099 confirmed visible GAS	Mass Sleep	광역 수면	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	739	"screen_name = ""Mass Sleep"";"
81dd71407461	B099 confirmed visible GAS	Knowledge Scroll: Protection	지식 두루마리: 보호	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	794	"common:screen_name = ""Knowledge Scroll: Protection"";"
2b3048056efb	B099 confirmed visible GAS	Knowledge Scroll: Repel Undead	지식 두루마리: 언데드 퇴치	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_3.gas	878	"common:screen_name = ""Knowledge Scroll: Repel Undead"";"
2315eaa8b1fd	B099 confirmed visible GAS	Knowledge Scroll: Summon Beast	지식 두루마리: 야수 소환	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	50	"common:screen_name = ""Knowledge Scroll: Summon Beast"";"
811cf901eb6f	B099 confirmed visible GAS	Summon Beast	야수 소환	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	59	"screen_name = ""Summon Beast"";"
e518c85dae0f	B099 confirmed visible GAS	Knowledge Scroll: Ice Strike	지식 두루마리: 얼음 강타	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	123	"common:screen_name = ""Knowledge Scroll: Ice Strike"";"
423e45618092	B099 confirmed visible GAS	Knowledge Scroll: Fire Field	지식 두루마리: 화염 장막	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	231	"common:screen_name = ""Knowledge Scroll: Fire Field"";"
e640c3533281	B099 confirmed visible GAS	Knowledge Scroll: Great Heal	지식 두루마리: 상급 치유	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	306	"common:screen_name = ""Knowledge Scroll: Great Heal"";"
f53e3e8dd8e4	B099 confirmed visible GAS	Knowledge Scroll: Mass Dispel	지식 두루마리: 광역 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	375	"common:screen_name = ""Knowledge Scroll: Mass Dispel"";"
98bff184caaf	B099 confirmed visible GAS	Mass Dispel	광역 해제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	384	"screen_name = ""Mass Dispel"";"
7a51327e1a1f	B099 confirmed visible GAS	Knowledge Scroll: Poison Field	지식 두루마리: 독 장막	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	440	"common:screen_name = ""Knowledge Scroll: Poison Field"";"
7d1365a410e1	B099 confirmed visible GAS	Knowledge Scroll: Sleep Field	지식 두루마리: 수면 장막	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	509	"common:screen_name = ""Knowledge Scroll: Sleep Field"";"
2900d9eb9f80	B099 confirmed visible GAS	Knowledge Scroll: Weather Change	지식 두루마리: 날씨 변경	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	578	"common:screen_name = ""Knowledge Scroll: Weather Change"";"
8e55706d9a61	B099 confirmed visible GAS	Weather Change	날씨 변경	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	587	"screen_name = ""Weather Change"";"
7ccb4496f26d	B099 confirmed visible GAS	Knowledge Scroll: Locate	지식 두루마리: 위치 탐지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_4.gas	639	"common:screen_name = ""Knowledge Scroll: Locate"";"
07f246e15446	B099 confirmed visible GAS	Knowledge Scroll: Energy Field	지식 두루마리: 에너지 장막	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	52	"common:screen_name = ""Knowledge Scroll: Energy Field"";"
c8dbe3f7a870	B099 confirmed visible GAS	Knowledge Scroll: Explosion	지식 두루마리: 폭발	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	122	"common:screen_name = ""Knowledge Scroll: Explosion"";"
00cb33cac7d1	B099 confirmed visible GAS	Knowledge Scroll: Invisibility	지식 두루마리: 투명화	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	202	"common:screen_name = ""Knowledge Scroll: Invisibility"";"
e846e8b7a483	B099 confirmed visible GAS	Knowledge Scroll: Lightning	지식 두루마리: 번개	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	279	"common:screen_name = ""Knowledge Scroll: Lightning"";"
0142b9ac55df	B099 confirmed visible GAS	Knowledge Scroll: Paralyze	지식 두루마리: 마비	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	347	"common:screen_name = ""Knowledge Scroll: Paralyze"";"
be623d7807d3	B099 confirmed visible GAS	Knowledge Scroll: Pickpocket	지식 두루마리: 소매치기	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	416	"common:screen_name = ""Knowledge Scroll: Pickpocket"";"
79418603948f	B099 confirmed visible GAS	Knowledge Scroll: Reveal	지식 두루마리: 현시	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	484	"common:screen_name = ""Knowledge Scroll: Reveal"";"
a94383dae4e0	B099 confirmed visible GAS	Knowledge Scroll: Seance	지식 두루마리: 강령술	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	580	"common:screen_name = ""Knowledge Scroll: Seance"";"
4104b88081e0	B099 confirmed visible GAS	Knowledge Scroll: Peer	지식 두루마리: 투시	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	651	"common:screen_name = ""Knowledge Scroll: Peer"";"
073cc2b2991d	B099 confirmed visible GAS	Knowledge Scroll: Quicken	지식 두루마리: 가속	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_5.gas	776	"common:screen_name = ""Knowledge Scroll: Quicken"";"
732102457133	B099 confirmed visible GAS	Knowledge Scroll: Charm	지식 두루마리: 매혹	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	50	"common:screen_name = ""Knowledge Scroll: Charm"";"
690bee25295b	B099 confirmed visible GAS	Knowledge Scroll: Clone	지식 두루마리: 복제	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	135	"common:screen_name = ""Knowledge Scroll: Clone"";"
a753ac0cff80	B099 confirmed visible GAS	Knowledge Scroll: Confuse	지식 두루마리: 혼란	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	213	"common:screen_name = ""Knowledge Scroll: Confuse"";"
a49d122dba5b	B099 confirmed visible GAS	Knowledge Scroll: Flame Wind	지식 두루마리: 화염 폭풍	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	297	"common:screen_name = ""Knowledge Scroll: Flame Wind"";"
86d310274da2	B099 confirmed visible GAS	Flame Wind	화염 폭풍	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	306	"screen_name = ""Flame Wind"";"
982490580e10	B099 confirmed visible GAS	Knowledge Scroll: Hail Storm	지식 두루마리: 우박 폭풍	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	388	"common:screen_name = ""Knowledge Scroll: Hail Storm"";"
c8e47993d46e	B099 confirmed visible GAS	Hail Storm	우박 폭풍	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	397	"screen_name = ""Hail Storm"";"
7bde48d7ed4f	B099 confirmed visible GAS	Knowledge Scroll: Mass Protect	지식 두루마리: 광역 보호	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	470	"common:screen_name = ""Knowledge Scroll: Mass Protect"";"
6cfb1259e240	B099 confirmed visible GAS	Mass Protect	광역 보호	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	479	"screen_name = ""Mass Protect"";"
0e8d24cdeb14	B099 confirmed visible GAS	Knowledge Scroll: Negate Magic	지식 두루마리: 마법 무효화	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	558	"common:screen_name = ""Knowledge Scroll: Negate Magic"";"
aadf3194bdf3	B099 confirmed visible GAS	Knowledge Scroll: Poison Wind	지식 두루마리: 독바람	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	673	"common:screen_name = ""Knowledge Scroll: Poison Wind"";"
8642b07cc69e	B099 confirmed visible GAS	Knowledge Scroll: Web	지식 두루마리: 거미줄	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_6.gas	757	"common:screen_name = ""Knowledge Scroll: Web"";"
4d849e44921c	B099 confirmed visible GAS	Knowledge Scroll: Enchant	지식 두루마리: 마법 부여	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	51	"common:screen_name = ""Knowledge Scroll: Enchant"";"
9fae6ed2ab01	B099 confirmed visible GAS	Knowledge Scroll: Lightning Bolt	지식 두루마리: 번개 화살	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	119	"common:screen_name = ""Knowledge Scroll: Lightning Bolt"";"
1234a96a0271	B099 confirmed visible GAS	Lightning Bolt	번개 화살	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	128	"screen_name = ""Lightning Bolt"";"
fc1d59144b35	B099 confirmed visible GAS	Knowledge Scroll: Energy Wind	지식 두루마리: 에너지 바람	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	212	"common:screen_name = ""Knowledge Scroll: Energy Wind"";"
23c3c1b443ab	B099 confirmed visible GAS	Energy Wind	에너지 바람	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	221	"screen_name = ""Energy Wind"";"
e58d2dcd4d76	B099 confirmed visible GAS	Knowledge Scroll: Fear	지식 두루마리: 공포	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	281	"common:screen_name = ""Knowledge Scroll: Fear"";"
1395b49e3a93	B099 confirmed visible GAS	Knowledge Scroll: Kill	지식 두루마리: 즉사	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	371	"common:screen_name = ""Knowledge Scroll: Kill"";"
855c2db4528e	B099 confirmed visible GAS	Knowledge Scroll: Mass Curse	지식 두루마리: 광역 저주	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	463	"common:screen_name = ""Knowledge Scroll: Mass Curse"";"
c163bda5ef26	B099 confirmed visible GAS	Mass Curse	광역 저주	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	472	"screen_name = ""Mass Curse"";"
67b5171b9051	B099 confirmed visible GAS	Knowledge Scroll: Mass Invisibility	지식 두루마리: 광역 투명화	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	569	"common:screen_name = ""Knowledge Scroll: Mass Invisibility"";"
360fb97c14d6	B099 confirmed visible GAS	Mass Invisibility	광역 투명화	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_7.gas	578	"screen_name = ""Mass Invisibility"";"
cba42ac94445	B099 confirmed visible GAS	Knowledge Scroll: Death Wind	지식 두루마리: 죽음의 바람	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	53	"common:screen_name = ""Knowledge Scroll: Death Wind"";"
33af5296ef04	B099 confirmed visible GAS	Mass Kill	광역 즉사	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	64	"screen_name = ""Mass Kill"";"
0cd28c13cb7e	B099 confirmed visible GAS	Knowledge Scroll: Mass Charm	지식 두루마리: 광역 매혹	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	122	"common:screen_name = ""Knowledge Scroll: Mass Charm"";"
5c1c8ee34152	B099 confirmed visible GAS	Mass Charm	광역 매혹	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	131	"screen_name = ""Mass Charm"";"
2ffa57ce4cbb	B099 confirmed visible GAS	Knowledge Scroll: Resurrect	지식 두루마리: 부활	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	188	"common:screen_name = ""Knowledge Scroll: Resurrect"";"
8d4f75a8a7c5	B099 confirmed visible GAS	Knowledge Scroll: Slime	지식 두루마리: 슬라임	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	257	"common:screen_name = ""Knowledge Scroll: Slime"";"
6d9ba0d414ca	B099 confirmed visible GAS	Knowledge Scroll: Grand Summon	지식 두루마리: 대소환	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	350	"common:screen_name = ""Knowledge Scroll: Grand Summon"";"
46fdb635a182	B099 confirmed visible GAS	Grand Summon	대소환	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	359	"screen_name = ""Grand Summon"";"
53ca18821464	B099 confirmed visible GAS	Knowledge Scroll: Time Stop	지식 두루마리: 시간 정지	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	427	"common:screen_name = ""Knowledge Scroll: Time Stop"";"
