ID	Type	Types	English	Korean	FrenchReference	FrenchVariants	Occurrences	ResourceCount	ExampleResourcePath	ExampleLine	ExampleContext	SourceTanks	Note	Batch
d80e11f7ffab	UI/Text	UI/Text	Gray bar indicates progress toward next Ranged skill level	회색 막대는 다음 원거리 전투 기술 레벨까지의 진행도를 나타냅니다.			1	1	ui/user_education_tooltips.gas	121	text_skill_ranged = "Gray bar indicates progress toward next Ranged skill level";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
8f46aa142f30	UI/Text	UI/Text	Combat Magic skill increases when you use Combat Magic spells.	전투 마법 주문을 사용하면 전투 마법 기술이 증가합니다.			1	1	ui/user_education_tooltips.gas	122	character_combat_magic_value = "Combat Magic skill increases when you use Combat Magic spells.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
093b1a3e4573	UI/Text	UI/Text	Nature Magic skill increases when you use Nature Magic spells.	자연 마법 주문을 사용하면 자연 마법 기술이 증가합니다.			1	1	ui/user_education_tooltips.gas	123	character_nature_magic_value = "Nature Magic skill increases when you use Nature Magic spells.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
c82805836549	UI/Text	UI/Text	Melee skill increases when you use melee weapons, such as swords, axes, and maces.	검, 도끼, 철퇴 같은 근접 무기를 사용하면 근접 전투 기술이 증가합니다.			1	1	ui/user_education_tooltips.gas	124	character_melee_value = "Melee skill increases when you use melee weapons, such as swords, axes, and maces.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
9d61562fbe0f	UI/Text	UI/Text	Ranged skill increases when you use projectile weapons, such as bows and crossbows.	활, 석궁 같은 투사체 무기를 사용하면 원거리 전투 기술이 증가합니다.			1	1	ui/user_education_tooltips.gas	125	character_ranged_value = "Ranged skill increases when you use projectile weapons, such as bows and crossbows.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
f05dc97c7cbf	UI/Text	UI/Text	Current level of each combat skill	각 전투 기술의 현재 레벨			1	1	ui/user_education_tooltips.gas	127	text_skills = "Current level of each combat skill";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
106b9de71713	UI/Text	UI/Text	Defensive value of equipped armor plus Dexterity bonus	장착한 방어구의 방어도에 민첩 보너스를 더한 값			1	1	ui/user_education_tooltips.gas	129	text_armor = "Defensive value of equipped armor plus Dexterity bonus";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
c5bb90391828	UI/Text	UI/Text	Higher Armor Rating reduces damage taken in combat.	방어도가 높을수록 전투에서 받는 피해가 감소합니다.			1	1	ui/user_education_tooltips.gas	130	character_armor_value = "Higher Armor Rating reduces damage taken in combat.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
f33ba0b3427d	UI/Text	UI/Text	Melee damage is based on Strength and the weapon's damage rating.	근접 공격 피해는 힘과 무기의 피해 수치를 바탕으로 결정됩니다.			1	1	ui/user_education_tooltips.gas	131	text_melee_damage = "Melee damage is based on Strength and the weapon's damage rating.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
a81631bbfd5d	UI/Text	UI/Text	Current melee damage range against an unarmored target	비무장 대상에 대한 현재 근접 공격 피해 범위			1	1	ui/user_education_tooltips.gas	132	melee_damage_value = "Current melee damage range against an unarmored target";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
a836456cd8db	UI/Text	UI/Text	Ranged damage is based on the weapon's damage rating.	원거리 공격 피해는 무기의 피해 수치를 바탕으로 결정됩니다.			1	1	ui/user_education_tooltips.gas	133	text_ranged_damage = "Ranged damage is based on the weapon's damage rating.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
2aa4305b0b52	UI/Text	UI/Text	Current ranged damage range against an unarmored target	비무장 대상에 대한 현재 원거리 공격 피해 범위			1	1	ui/user_education_tooltips.gas	134	ranged_damage_value = "Current ranged damage range against an unarmored target";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
5a59081e6fa5	UI/Text	UI/Text	Drag amulet here to equip	장착하려면 부적을 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	140	empty_amulet = "Drag amulet here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
add12a675a0e	UI/Text	UI/Text	Drag ring here to equip	장착하려면 반지를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	141	empty_ring = "Drag ring here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
f5670abaf24c	UI/Text	UI/Text	Drag armor here to equip	장착하려면 방어구를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	142	empty_armor = "Drag armor here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
087978a35a8d	UI/Text	UI/Text	Drag boots here to equip	장착하려면 장화를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	143	empty_boots = "Drag boots here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
36be227a7c78	UI/Text	UI/Text	Drag gauntlets here to equip	장착하려면 건틀릿을 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	144	empty_gauntlets = "Drag gauntlets here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fbb3c2ead994	UI/Text	UI/Text	Drag helmet here to equip	장착하려면 투구를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	145	empty_helmet = "Drag helmet here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fbad3f51966c	UI/Text	UI/Text	Drag melee weapon here to equip	장착하려면 근접 무기를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	146	empty_melee = "Drag melee weapon here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
85a73e56b5ee	UI/Text	UI/Text	Drag shield here to equip	장착하려면 방패를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	147	empty_shield = "Drag shield here to equip";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
269d1280c35a	UI/Text	UI/Text	Drag ranged weapon here to equip.	장착하려면 원거리 무기를 이곳으로 드래그			1	1	ui/user_education_tooltips.gas	148	empty_ranged = "Drag ranged weapon here to equip.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
c72b773b2174	UI/Text	UI/Text	Drag Spell Book here to equip. Spell Book must be equipped to cast spells.	장착하려면 마법서를 이곳으로 드래그. 주문을 시전하려면 마법서를 장착해야 합니다.			1	1	ui/user_education_tooltips.gas	149	empty_spellbook = "Drag Spell Book here to equip. Spell Book must be equipped to cast spells.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
3611ae079bab	UI/Text	UI/Text	Clients are synchronizing data with the host.\nGame will automatically unpause.	클라이언트가 호스트와 데이터를 동기화하고 있습니다.\n동기화가 끝나면 게임이 자동으로 재개됩니다.			1	1	ui/user_education_tooltips.gas	166	slow_network = "Clients are synchronizing data with the host.\nGame will automatically unpause.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
6460a6df0006	UI/Text	UI/Text	Hide compass	나침반 숨기기			1	1	ui/user_education_tooltips.gas	169	compass_hide = "Hide compass";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
b8c9ed39fe88	UI/Text	UI/Text	View compass	나침반 보기			1	1	ui/user_education_tooltips.gas	170	compass_show = "View compass";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
2dbb854dfef5	UI/Text	UI/Text	Compass shows the direction the camera is pointing.	나침반은 카메라가 향하는 방향을 표시합니다.			1	1	ui/user_education_tooltips.gas	171	compass_drag_window = "Compass shows the direction the camera is pointing.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
72c137acf332	UI/Text	UI/Text	Arrange party in a circle formation.	파티를 원형 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	174	formation_circle = "Arrange party in a circle formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
3e9debae3ab1	UI/Text	UI/Text	Arrange party in a column formation.	파티를 종대 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	175	formation_column = "Arrange party in a column formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
98195cc49646	UI/Text	UI/Text	Arrange party in a double-column formation.	파티를 2열 종대 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	176	formation_double_column = "Arrange party in a double-column formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
efbd8955f3d3	UI/Text	UI/Text	Arrange party in a double-row formation.	파티를 2열 횡대 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	177	formation_double_row = "Arrange party in a double-row formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
8784c07cb6c7	UI/Text	UI/Text	Arrange party in a wedge formation.	파티를 쐐기 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	178	formation_pyramid = "Arrange party in a wedge formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
b551f233ee6e	UI/Text	UI/Text	Arrange party in a row formation.	파티를 횡대 대형으로 배치합니다.			1	1	ui/user_education_tooltips.gas	179	formation_row = "Arrange party in a row formation.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
15c36a8d0add	UI/Text	UI/Text	View or hide formations	대형 표시/숨기기			1	1	ui/user_education_tooltips.gas	180	button_formations = "View or hide formations";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
b6369caa6afb	UI/Text	UI/Text	Movement Commands - Engage:\nCharacter stays in the vicinity to pursue enemy	이동 명령 - 교전:\n캐릭터가 주변 범위 안에서 적을 추격합니다.			1	1	ui/user_education_tooltips.gas	182	button_movement_engage = "Movement Commands - Engage:\nCharacter stays in the vicinity to pursue enemy";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
7f6e223792f4	UI/Text	UI/Text	Movement Commands - Move Freely:\nCharacter moves anywhere to pursue enemy	이동 명령 - 자유 이동:\n캐릭터가 적을 추격하기 위해 어디든 이동합니다.			1	1	ui/user_education_tooltips.gas	183	button_movement_freely = "Movement Commands - Move Freely:\nCharacter moves anywhere to pursue enemy";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
f77720459168	UI/Text	UI/Text	Movement Commands - Hold Ground:\nCharacter does not move but fights back if attacked	이동 명령 - 위치 사수:\n캐릭터는 이동하지 않지만 공격받으면 반격합니다.			1	1	ui/user_education_tooltips.gas	184	button_movement_holdground = "Movement Commands - Hold Ground:\nCharacter does not move but fights back if attacked";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
07ccbb831660	UI/Text	UI/Text	Attack Commands - Defend:\nCharacter does not attack, only fights back	공격 명령 - 방어:\n캐릭터는 먼저 공격하지 않고 반격만 합니다.			1	1	ui/user_education_tooltips.gas	186	button_attack_fightback = "Attack Commands - Defend:\nCharacter does not attack, only fights back";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
7df10248e9b6	UI/Text	UI/Text	Attack Commands - Attack Freely:\nCharacter attacks any enemy	공격 명령 - 자유 공격:\n캐릭터가 모든 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	187	button_attack_free = "Attack Commands - Attack Freely:\nCharacter attacks any enemy";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
c52b193bf17a	UI/Text	UI/Text	Attack Commands - Hold Fire:\nCharacter does not fight, even if attacked	공격 명령 - 공격 중지:\n공격받아도 캐릭터가 싸우지 않습니다.			1	1	ui/user_education_tooltips.gas	188	button_attack_holdfire = "Attack Commands - Hold Fire:\nCharacter does not fight, even if attacked";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
19f6828e1942	UI/Text	UI/Text	Targeting Commands - Target Strongest:\nCharacter attacks strongest enemy in view	대상 지정 명령 - 가장 강한 적:\n시야 안에서 가장 강한 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	190	button_target_strongest = "Targeting Commands - Target Strongest:\nCharacter attacks strongest enemy in view";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
ca75ebf8024e	UI/Text	UI/Text	Targeting Commands - Target Weakest:\nCharacter attacks weakest enemy in view	대상 지정 명령 - 가장 약한 적:\n시야 안에서 가장 약한 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	191	button_target_weakest = "Targeting Commands - Target Weakest:\nCharacter attacks weakest enemy in view";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
8709a4f251e6	UI/Text	UI/Text	Targeting Commands - Target Closest:\nCharacter attacks closest enemy in view	대상 지정 명령 - 가장 가까운 적:\n시야 안에서 가장 가까운 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	192	button_target_closest = "Targeting Commands - Target Closest:\nCharacter attacks closest enemy in view";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
8eba22a6536a	UI/Text	UI/Text	View Engagement and Formation Standing Orders	교전 및 대형 상시 명령 보기			1	1	ui/user_education_tooltips.gas	200	button_field_commands_max = "View Engagement and Formation Standing Orders";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
996506b1922b	UI/Text	UI/Text	Hide Engagement and Formation Standing Orders	교전 및 대형 상시 명령 숨기기			1	1	ui/user_education_tooltips.gas	201	button_field_commands_min = "Hide Engagement and Formation Standing Orders";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
6200762d755f	UI/Text	UI/Text	Disband selected party members. You must keep at least one human or dwarven member in your party.	선택한 파티원을 내보냅니다. 파티에는 인간 또는 드워프 파티원이 최소 한 명 있어야 합니다.			1	1	ui/user_education_tooltips.gas	205	button_disband = "Disband selected party members. You must keep at least one human or dwarven member in your party.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
70ce2e5445a4	UI/Text	UI/Text	Defend - Character does not attack, only fights back.	방어 - 먼저 공격하지 않고 반격만 합니다.			1	1	ui/user_education_tooltips.gas	206	attack_fightback = "Defend - Character does not attack, only fights back.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
2c959041e5f1	UI/Text	UI/Text	Attack Freely - Character attacks any enemy.	자유 공격 - 모든 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	207	attack_free = "Attack Freely - Character attacks any enemy.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
f8b26cdbbf48	UI/Text	UI/Text	Hold Fire - Character does not fight, even if attacked.	공격 중지 - 공격받아도 싸우지 않습니다.			1	1	ui/user_education_tooltips.gas	208	attack_holdfire = "Hold Fire - Character does not fight, even if attacked.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
0cf31fd4f7f1	UI/Text	UI/Text	Move Freely - Character moves anywhere to pursue enemy.	자유 이동 - 적을 추격하기 위해 어디든 이동합니다.			1	1	ui/user_education_tooltips.gas	209	movement_free = "Move Freely - Character moves anywhere to pursue enemy.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
faf3b664760a	UI/Text	UI/Text	Engage - Character stays in the vicinity to pursue enemy.	교전 - 주변 범위 안에서 적을 추격합니다.			1	1	ui/user_education_tooltips.gas	210	movement_engage = "Engage - Character stays in the vicinity to pursue enemy.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fbb4f6a2b4ac	UI/Text	UI/Text	Hold Ground - Character holds position.	위치 사수 - 현재 위치를 지킵니다.			1	1	ui/user_education_tooltips.gas	211	movement_holdground = "Hold Ground - Character holds position.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
5bf7dcb71f9b	UI/Text	UI/Text	Target Strongest - Character attacks strongest enemy in view.	가장 강한 적 - 시야 안에서 가장 강한 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	212	target_strongest = "Target Strongest - Character attacks strongest enemy in view.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
642f1ace88c3	UI/Text	UI/Text	Target Weakest - Character attacks weakest enemy in view.	가장 약한 적 - 시야 안에서 가장 약한 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	213	target_weakest = "Target Weakest - Character attacks weakest enemy in view.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
56efdbd81913	UI/Text	UI/Text	Target Closest - Character attacks closest enemy in view.	가장 가까운 적 - 시야 안에서 가장 가까운 적을 공격합니다.			1	1	ui/user_education_tooltips.gas	214	target_closest = "Target Closest - Character attacks closest enemy in view.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
6e6a8af5297a	UI/Text	UI/Text	Order selected member(s) to collect items. If party includes a packmule, items are loaded on the packmule first.	선택한 파티원에게 아이템을 줍도록 명령합니다. 파티에 짐노새가 있으면 아이템을 짐노새에 먼저 싣습니다.			1	1	ui/user_education_tooltips.gas	215	collect_loot = "Order selected member(s) to collect items. If party includes a packmule, items are loaded on the packmule first.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
736e921a8e50	UI/Text	UI/Text	Order character to collect items.	캐릭터에게 아이템을 줍도록 명령합니다.			1	1	ui/user_education_tooltips.gas	216	collect_loot_mp = "Order character to collect items.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fee7907572b4	UI/Text	UI/Text	Engage follow mode	따라가기 모드 활성화			1	1	ui/user_education_tooltips.gas	217	follow_off = "Engage follow mode";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
c931362f8be9	UI/Text	UI/Text	Disengage follow mode	따라가기 모드 해제			1	1	ui/user_education_tooltips.gas	218	follow_on = "Disengage follow mode";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
b24aad5fd799	UI/Text	UI/Text	Currently available spell appearing in slot 3 on Weapons Panel	무기 패널 3번 슬롯에 표시되는 현재 사용 가능한 주문			1	1	ui/user_education_tooltips.gas	230	active_spell_1 = "Currently available spell appearing in slot 3 on Weapons Panel";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
89bc605e2a49	UI/Text	UI/Text	Currently available spell appearing in slot 4 on Weapons Panel	무기 패널 4번 슬롯에 표시되는 현재 사용 가능한 주문			1	1	ui/user_education_tooltips.gas	231	active_spell_2 = "Currently available spell appearing in slot 4 on Weapons Panel";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
075cf50705cc	UI/Text	UI/Text	Currently selected Spell Book (highlighted in gray)	현재 선택한 마법서(회색으로 강조 표시)			1	1	ui/user_education_tooltips.gas	232	spellbook_header = "Currently selected Spell Book (highlighted in gray)";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
12282062e7c0	UI/Text	UI/Text	Accept this person's offer to join your party	이 인물의 파티 합류 제안을 수락합니다.			1	1	ui/user_education_tooltips.gas	272	accept = "Accept this person's offer to join your party";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
08c113abef39	UI/Text	UI/Text	Buy a packmule	짐노새 구입			1	1	ui/user_education_tooltips.gas	273	buy_packmule = "Buy a packmule";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
ead871eae188	UI/Text	UI/Text	Close this dialogue window	이 대화 창 닫기			1	1	ui/user_education_tooltips.gas	274	close_dialogue = "Close this dialogue window";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
691c4c209d5d	UI/Text	UI/Text	View this merchant's inventory	이 상인의 물품 보기			1	1	ui/user_education_tooltips.gas	275	shop = "View this merchant's inventory";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
751de68699d5	UI/Text	UI/Text	Decline this person's offer to join your party	이 인물의 파티 합류 제안을 거절합니다.			1	1	ui/user_education_tooltips.gas	276	decline = "Decline this person's offer to join your party";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
b70718d1c709	UI/Text	UI/Text	Replay dialogue	대화 다시 재생			1	1	ui/user_education_tooltips.gas	277	replay = "Replay dialogue";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
eaf7401835f5	UI/Text	UI/Text	Stop dialogue	대화 중지			1	1	ui/user_education_tooltips.gas	278	stop = "Stop dialogue";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
6a5cb00f7223	UI/Text	UI/Text	Toggle sound on/off	소리 켜기/끄기			1	1	ui/user_education_tooltips.gas	279	sound_toggle = "Toggle sound on/off";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
577225a33f9b	UI/Text	UI/Text	Continue conversation	대화 계속			1	1	ui/user_education_tooltips.gas	280	more_dialogue = "Continue conversation";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
91e02ccf7d80	UI/Text	UI/Text	View this person's statistics and skills	이 인물의 능력치와 기술 보기			1	1	ui/user_education_tooltips.gas	281	show_stats = "View this person's statistics and skills";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
a19146c51c5a	UI/Text	UI/Text	Show the dialogue for this entry.	이 항목의 대화 내용을 표시합니다.			1	1	ui/user_education_tooltips.gas	284	journal_show_dialog = "Show the dialogue for this entry.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
039a4a2d7278	UI/Text	UI/Text	Close Journal	저널 닫기			1	1	ui/user_education_tooltips.gas	285	journal_close = "Close Journal";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
a257dac93104	UI/Text	UI/Text	Return to the Table of Contents	목차로 돌아가기			1	1	ui/user_education_tooltips.gas	286	journal_back = "Return to the Table of Contents";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fba0e0d9d3ec	UI/Text	UI/Text	Return to the current game	현재 게임으로 돌아가기			1	1	ui/user_education_tooltips.gas	289	ig_resume = "Return to the current game";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fa5e6734cdab	UI/Text	UI/Text	View the Options Menu	옵션 메뉴 보기			1	1	ui/user_education_tooltips.gas	290	ig_options = "View the Options Menu";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
445bef57e029	UI/Text	UI/Text	View the Host Options Menu	호스트 옵션 메뉴 보기			1	1	ui/user_education_tooltips.gas	291	ig_host_options = "View the Host Options Menu";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
2677b669ccbe	UI/Text	UI/Text	Save your character and return all players to the Staging Area	캐릭터를 저장하고 모든 플레이어를 대기실로 돌려보냅니다.			1	1	ui/user_education_tooltips.gas	292	ig_exit_to_staging_area = "Save your character and return all players to the Staging Area";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
eecc7ee171e1	UI/Text	UI/Text	Save characters and exit all players to Game Summary	캐릭터를 저장하고 모든 플레이어를 게임 요약 화면으로 종료합니다.			1	1	ui/user_education_tooltips.gas	293	ig_exit_game = "Save characters and exit all players to Game Summary";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
fee705ceb404	UI/Text	UI/Text	Save your character and exit to games list	캐릭터를 저장하고 게임 목록으로 나갑니다.			1	1	ui/user_education_tooltips.gas	294	ig_exit_game_client = "Save your character and exit to games list";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
7b2c250c1ec3	UI/Text	UI/Text	Save the current game	현재 게임 저장			1	1	ui/user_education_tooltips.gas	295	ig_save = "Save the current game";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
6894b27f3b34	UI/Text	UI/Text	Load a saved game	저장된 게임 불러오기			1	1	ui/user_education_tooltips.gas	296	ig_load = "Load a saved game";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
869131852f50	UI/Text	UI/Text	This is the offering of the person you are trading with.	거래 상대가 제시한 물품입니다.			1	1	ui/user_education_tooltips.gas	299	trade_destination = "This is the offering of the person you are trading with.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
12495d5d8acd	UI/Text	UI/Text	Place items in this window to offer them in trade.	거래에 제시할 아이템을 이 창에 놓으십시오.			1	1	ui/user_education_tooltips.gas	300	trade_source = "Place items in this window to offer them in trade.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
ed7ef6ecdabc	UI/Text	UI/Text	Accept this trade	이 거래 수락			1	1	ui/user_education_tooltips.gas	301	trade_accept = "Accept this trade";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
a4f6c27ae8c6	UI/Text	UI/Text	Cancel trade; items and gold will return to your Inventory.	거래 취소. 아이템과 금화는 인벤토리로 돌아갑니다.			1	1	ui/user_education_tooltips.gas	302	trade_cancel = "Cancel trade; items and gold will return to your Inventory.";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
0f8cc4f34d7f	UI/Text	UI/Text	Protection	보호			1	1	ui/user_education_tooltips.gas	330	spell_rollover_401 = "Protection";	lazarus_logic.dsres	추출 QA 보강: CUSTOM_UI_TOOLTIP	B096
9a62d2d3b9cf	UI/Text	UI/Text	Click to assign the current spell to this quick slot	클릭하면 현재 주문을 이 퀵 슬롯에 지정합니다.			8	1	ui/interfaces/britannia/ui_spellbook.gas	570	help_text = "Click to assign the current spell to this quick slot";	lazarus_logic.dsres	추출 QA 보강: SPELLBOOK_UI	B096
e30ccf858f5e	UI/Text	UI/Text	Ginseng	인삼			2	1	ui/interfaces/britannia/ui_spellbook.gas	1727	help_text = "Ginseng";	lazarus_logic.dsres	추출 QA 보강: SPELLBOOK_UI	B096
0c6a7eef88b9	UI/Text	UI/Text	Innkeeper Services	여관 서비스			1	1	ui/interfaces/britannia/ui_generic_convo.gas	265	text = "Innkeeper Services";	britannia_logic.dsres	추출 QA 보강: CUSTOM_UI_TEXT	B096
94c790ecdd51	UI/Text	UI/Text	Healing Services	치료 서비스			1	1	ui/interfaces/britannia/ui_generic_convo.gas	308	text = "Healing Services";	britannia_logic.dsres	추출 QA 보강: CUSTOM_UI_TEXT	B096
06c1ff6adac1	UI/Text	UI/Text	Limit minimap use to Gems	미니맵 사용을 보석으로 제한			1	1	ui/interfaces/britannia/ui_custom_options.gas	177	text = "Limit minimap use to Gems";	britannia_logic.dsres	추출 QA 보강: CUSTOM_UI_TEXT	B096
000cd163ec20	UI/Text	UI/Text	Disable damage from starvation	굶주림 피해 비활성화			1	1	ui/interfaces/britannia/ui_custom_options.gas	200	text = "Disable damage from starvation";	britannia_logic.dsres	추출 QA 보강: CUSTOM_UI_TEXT	B096
